"
Продукт ","
Бел, г ","
Жир, г ","
Угл, г ","
Кал, ккал "
Бамбук побеги консервированные ,1.7 ,0.4 ,1.8 ,19
Бамбук побеги сырые ,2.6 ,0.3 ,3.0 ,27
Бамия ,2.0 ,0.1 ,3.8 ,25
Бамия 4 сезона ,0.2 ,0.1 ,8.0 ,23
Бедренец камнеломка ,0.0 ,0.0 ,0.0
Бессмертник ,0.2 ,0.0 ,5.0 ,27
Бобы ,6.0 ,0.1 ,8.5 ,57
Бобы зелёные ,6.0 ,0.1 ,10.5 ,60
Брюква ,1.2 ,0.1 ,7.7 ,37
Брюква запечённая ,2.1 ,1.6 ,7.5 ,51
Брюква тушеная ,1.2 ,8.5 ,8.6 ,114
Вигна ,3.0 ,0.4 ,18.8 ,90
Горох варёный ,6.0 ,0.0 ,9.0 ,60
Горох лущеный ,23.0 ,1.6 ,57.7 ,323
Горох маш ,23.5 ,2.0 ,46.0 ,300
Горох маш (ростки) ,3.1 ,0.2 ,6.0 ,30
Горох сушёный ,20.5 ,2.0 ,53.3 ,298
Горошек зелёный ,5.0 ,0.2 ,13.8 ,73
Горошек зелёный 4 сезона ,5.1 ,0.2 ,13.1 ,75
Горошек зелёный 6 соток ,3.1 ,0.0 ,6.5 ,38
Горошек зелёный Globus ,5.5 ,0.7 ,7.4 ,74
Горошек зелёный Hortex ,6.4 ,0.4 ,10.5 ,83
Горошек зелёный Бондюэль замороженный ,6.9 ,0.4 ,19.4 ,85
Горошек зелёный Бондюэль Нежный ,4.8 ,0.2 ,7.5 ,52
Горошек зелёный Бондюэль с молодой морковью ,3.3 ,0.5 ,9.3 ,54
Горошек зелёный Бондюэль с морковью в кубиках ,3.0 ,0.2 ,10.0 ,53
Горошек зелёный замороженный ,6.4 ,0.4 ,16.3 ,72
Горошек зелёный Каждый день замороженный ,5.0 ,0.2 ,8.5 ,55
Горошек зелёный консервированный ,3.6 ,0.1 ,9.8 ,55
Горошек зелёный стручковый ,5.0 ,0.2 ,8.3 ,55
Гулявник лекарственный ,0.3 ,0.0 ,5.0 ,21
Дайкон ,1.2 ,0.0 ,4.1 ,21
Девясил ,2.9 ,0.0 ,0.2 ,15
Драники картофельные Зимняя радуга Белорусские замороженные ,1.9 ,0.4 ,16.9 ,79
Закусочка Дядя Ваня Венгерская ,5.0 ,5.5 ,3.0 ,82
Зелень ,2.6 ,0.4 ,5.2 ,36
Зразы картофельные от Ильиной с грибами ,2.0 ,1.0 ,13.0 ,70
Зразы картофельные от Ильиной с капустой ,3.3 ,3.9 ,15.0 ,108
Кабачки 4 сезона нарезанные ,0.6 ,0.3 ,5.3 ,26
Кабачковая икра ,1.2 ,7.0 ,7.4 ,97
Кабачок ,0.6 ,0.3 ,4.6 ,24
Кабачок жареный ,1.1 ,6.0 ,6.7 ,88
Кабачок замороженный ,0.6 ,0.3 ,4.7 ,21
Кабачок консервированный ,0.4 ,0.1 ,4.9 ,22
Кабачок сушеный ,8.5 ,4.3 ,65.2 ,340
Каперсы ,0.8 ,0.1 ,2.6 ,14
Каперсы консервированные ,2.4 ,0.9 ,1.7  ,24
Каперсы маринованные ,2.4 ,0.9 ,1.7 ,24
Капуста белокочанная ,1.8 ,0.1 ,4.7 ,27
Капуста белокочанная жареная ,1.8 ,2.8 ,4.2 ,49
Капуста белокочанная сушеная ,15.0 ,1.4 ,48.0 ,278
Капуста брокколи ,3.0 ,0.4 ,5.2 ,28
Капуста брокколи 4 сезона ,2.5 ,0.3 ,4.6 ,31
Капуста брокколи Hortex ,2.7 ,0.4 ,2.4 ,29
Капуста брокколи Бондюэль замороженная ,2.7 ,0.1 ,4.9 ,23
Капуста брокколи варёная ,3.0 ,0.4 ,4.0 ,27
Капуста брокколи замороженная ,2.7 ,0.4 ,4.7 ,24
Капуста брюссельская ,4.8 ,0.0 ,8.0 ,43
Капуста брюссельская 4 сезона ,4.8 ,0.3 ,3.1 ,36
Капуста брюссельская Hortex ,4.5 ,0.5 ,3.2 ,46
Капуста брюссельская Бондюэль замороженная ,4.0 ,0.5 ,8.0 ,31
Капуста брюссельская замороженная ,4.5 ,0.5 ,8.4 ,36
Ангурия (Антильский огурец) ,1.8 ,1.3 ,7.6 ,44
Арракача ,0.9 ,0.1 ,17.1 ,60
Артишок ,1.2 ,0.1 ,6.0 ,28
Ассорти Бондюэль из сладкого перца ,1.1 ,0.2 ,4.8 ,25
Ассорти Бондюэль из фасоли с ананасами в соусе Карри ,3.8 ,1.1 ,9.3 ,62
Ассорти Бондюэль из цветной капусты, романеско и брокколи ,1.8 ,2.7 ,8.6 ,66
Ассорти МеленЪ Кабачки Черри Огурцы маринованные ,0.0 ,0.0 ,4.0 ,15
Ассорти МеленЪ Патиссоны Черри Огурцы маринованные ,0.0 ,0.0 ,4.0 ,15
Баклажан ,1.2 ,0.1 ,4.5 ,24
Баклажан белый ,1.2 ,0.1 ,4.6 ,24
Баклажан замороженный ,1.3 ,0.1 ,5.2 ,27
Баклажан консервированный ,0.9 ,0.7 ,7.3 ,49
Баклажанная икра консервированная ,1.7 ,13.3 ,5.1 ,148
Баклажанная икра свежая ,0.6 ,7.0 ,6.0 ,90
Баклажаны 4 сезона запечённые порционные ,2.1 ,0.2 ,8.9 ,48
Баклажаны 4 сезона нарезанные ,1.3 ,0.1 ,5.2 ,27
Бамбук листья ,2.0 ,0.0 ,4.0 ,32
Бамбук побеги вареные ,1.5 ,0.2 ,0.9 ,12
Бамбук побеги консервированные ,1.7 ,0.4 ,1.8 ,19
Бамбук побеги сырые ,2.6 ,0.3 ,3.0 ,27
Бамия ,2.0 ,0.1 ,3.8 ,25
Бамия 4 сезона ,0.2 ,0.1 ,8.0 ,23
Бедренец камнеломка ,0.0 ,0.0 ,0.0
Бессмертник ,0.2 ,0.0 ,5.0 ,27
Бобы ,6.0 ,0.1 ,8.5 ,57
Бобы зелёные ,6.0 ,0.1 ,10.5 ,60
Брюква ,1.2 ,0.1 ,7.7 ,37
Брюква запечённая ,2.1 ,1.6 ,7.5 ,51
Брюква тушеная ,1.2 ,8.5 ,8.6 ,114
Вигна ,3.0 ,0.4 ,18.8 ,90
Горох варёный ,6.0 ,0.0 ,9.0 ,60
Горох лущеный ,23.0 ,1.6 ,57.7 ,323
Горох маш ,23.5 ,2.0 ,46.0 ,300
Горох маш (ростки) ,3.1 ,0.2 ,6.0 ,30
Горох сушёный ,20.5 ,2.0 ,53.3 ,298
Горошек зелёный ,5.0 ,0.2 ,13.8 ,73
Горошек зелёный 4 сезона ,5.1 ,0.2 ,13.1 ,75
Горошек зелёный 6 соток ,3.1 ,0.0 ,6.5 ,38
Горошек зелёный Globus ,5.5 ,0.7 ,7.4 ,74
Горошек зелёный Hortex ,6.4 ,0.4 ,10.5 ,83
Горошек зелёный Бондюэль замороженный ,6.9 ,0.4 ,19.4 ,85
Горошек зелёный Бондюэль Нежный ,4.8 ,0.2 ,7.5 ,52
Горошек зелёный Бондюэль с молодой морковью ,3.3 ,0.5 ,9.3 ,54
Горошек зелёный Бондюэль с морковью в кубиках ,3.0 ,0.2 ,10.0 ,53
Горошек зелёный замороженный ,6.4 ,0.4 ,16.3 ,72
Горошек зелёный Каждый день замороженный ,5.0 ,0.2 ,8.5 ,55
Горошек зелёный консервированный ,3.6 ,0.1 ,9.8 ,55
Горошек зелёный стручковый ,5.0 ,0.2 ,8.3 ,55
Гулявник лекарственный ,0.3 ,0.0 ,5.0 ,21
Дайкон ,1.2 ,0.0 ,4.1 ,21
Девясил ,2.9 ,0.0 ,0.2 ,15
Драники картофельные Зимняя радуга Белорусские замороженные ,1.9 ,0.4 ,16.9 ,79
Закусочка Дядя Ваня Венгерская ,5.0 ,5.5 ,3.0 ,82
Зелень ,2.6 ,0.4 ,5.2 ,36
Зразы картофельные от Ильиной с грибами ,2.0 ,1.0 ,13.0 ,70
Зразы картофельные от Ильиной с капустой ,3.3 ,3.9 ,15.0 ,108
Кабачки 4 сезона нарезанные ,0.6 ,0.3 ,5.3 ,26
Кабачковая икра ,1.2 ,7.0 ,7.4 ,97
Кабачок ,0.6 ,0.3 ,4.6 ,24
Кабачок жареный ,1.1 ,6.0 ,6.7 ,88
Кабачок замороженный ,0.6 ,0.3 ,4.7 ,21
Кабачок консервированный ,0.4 ,0.1 ,4.9 ,22
Кабачок сушеный ,8.5 ,4.3 ,65.2 ,340
Каперсы ,0.8 ,0.1 ,2.6 ,14
Каперсы консервированные ,2.4 ,0.9 ,1.7  ,24
Каперсы маринованные ,2.4 ,0.9 ,1.7 ,24
Капуста белокочанная ,1.8 ,0.1 ,4.7 ,27
Капуста белокочанная жареная ,1.8 ,2.8 ,4.2 ,49
Капуста белокочанная сушеная ,15.0 ,1.4 ,48.0 ,278
Капуста брокколи ,3.0 ,0.4 ,5.2 ,28
Капуста брокколи 4 сезона ,2.5 ,0.3 ,4.6 ,31
Капуста брокколи Hortex ,2.7 ,0.4 ,2.4 ,29
Капуста брокколи Бондюэль замороженная ,2.7 ,0.1 ,4.9 ,23
Капуста брокколи варёная ,3.0 ,0.4 ,4.0 ,27
Капуста брокколи замороженная ,2.7 ,0.4 ,4.7 ,24
Капуста брюссельская ,4.8 ,0.0 ,8.0 ,43
Капуста брюссельская 4 сезона ,4.8 ,0.3 ,3.1 ,36
Капуста брюссельская Hortex ,4.5 ,0.5 ,3.2 ,46
Капуста брюссельская Бондюэль замороженная ,4.0 ,0.5 ,8.0 ,31
Капуста брюссельская замороженная ,4.5 ,0.5 ,8.4 ,36
Абрикосовая косточка ,14.0 ,27.7 ,56.3 ,440
Арахис ,26.3 ,45.2 ,9.9 ,622
Арахис Джаз жареный соленый ,25.0 ,52.0 ,17.0 ,640
Арахис Степановна обжаренный соленый ,29.2 ,50.2 ,5.7 ,590
Арахис сушеный ,29.2 ,50.2 ,10.8 ,611
Бананы сушёные ,3.9 ,1.8 ,80.5 ,390
Барбарис сушеный ,0.0 ,0.0 ,38.0 ,152
Боярышник сушеный ,0.0 ,0.0 ,38.0 ,142
Бразильский орех ,14.3 ,66.4 ,4.8 ,656
Буковый орех ,6.2 ,50.0 ,33.5 ,576
Вишня вяленая ,1.5 ,0.0 ,73.0 ,290
Вишня сушеная ,1.5 ,0.0 ,73.0 ,290
Грецкий орех ,15.2 ,65.2 ,7.0 ,654
Груши сушёные ,2.3 ,0.6 ,62.6 ,249
Дыня сушеная ,0.7 ,0.1 ,82.2 ,341
Желудь ,24.0 ,20.7 ,15.7 ,387
Изюм ,2.9 ,0.6 ,66.0 ,264
Изюм кишмиш ,2.3 ,0.0 ,71.2 ,279
Изюм узбекский золотистый ,1.8 ,0.0 ,70.9 ,291
Изюм узбекский чёрный ,1.8 ,0.0 ,70.9 ,291
Инжир сушеный ,3.1 ,0.8 ,57.9 ,257
Какао-бобы ,12.8 ,53.1 ,9.5 ,565
Каштан жареный ,3.2 ,2.2 ,33.8 ,182
Каштан консервированный ,3.4 ,2.2 ,50.0 ,213
Каштан свежий ,3.4 ,3.0 ,30.6 ,166
Кедровые орехи ,15.6 ,56.0 ,28.4 ,680
Кедровый жмых ,31.0 ,19.0 ,33.0 ,432
Кешью жареный ,17.5 ,42.2 ,30.5 ,572
Кешью необжаренный ,17.5 ,42.5 ,30.5 ,572
Клюква сушеная ,0.1 ,1.4 ,76.5 ,308
Кокосовый орех ,3.4 ,33.5 ,6.2 ,354
Коктейль орехи и сухофрукты ,11.2 ,27.9 ,46.6 ,483
Кумкват сушёный ,3.8 ,0.0 ,80.1 ,284
Кунжут ,19.4 ,48.7 ,12.2 ,565
Кунжут чёрный ,19.4 ,48.4 ,12.2 ,565
Курага ,5.2 ,0.3 ,51.0 ,215
Мак ,17.5 ,47.5 ,2.0 ,505
Мак пищевой Националь ,18.0 ,48.0 ,15.0 ,560
Малина сублимированная ,5.1 ,0.2 ,63.2 ,275
Манго сушёный ,1.5 ,0.8 ,81.6 ,314
Миндаль обезжиренный (миндальный жмых) ,37.9 ,18.8  ,37.7 ,418
Миндаль сладкий ,18.6 ,57.7 ,16.2 ,645
Миндальные лепестки ,22.0 ,58.0 ,12.0 ,650
Орех кола ,7.9 ,0.1 ,5.2 ,150
Орех кукуи ,7.9 ,75.8 ,5.2 ,620
Орех лещина ,13.1 ,62.6 ,9.3 ,653
Орех макадамия ,7.9 ,75.8 ,5.2 ,718
Орех пекан ,9.2 ,72.0 ,4.3 ,691
Орех пили ,10.8 ,79.6 ,4.0 ,719
Орех сейшельский Коко-де-мер ,3.3 ,33.5 ,6.2 ,354
Орех чилим ,11.9 ,3.4 ,55.4 ,200
Орехи ,15.0 ,40.0 ,20.0 ,500
Персик сушёный ,3.0 ,0.4 ,57.7 ,254
Плоды дерева ши (карите) ,0.0 ,0.0 ,0.0
Рапс ,30.8 ,43.6 ,7.2 ,544
Семена горчицы ,25.8 ,30.8 ,23.4 ,474
Семена конопли ,20.0 ,32.5 ,14.0 ,429
Семена льна ,18.3 ,42.2 ,28.9 ,534
Семена льна Ваше здоровье ,18.3 ,42.2 ,1.6 ,459
Семена пажитника ,23.0 ,6.4 ,58.3 ,323
Семена укропа ,16.0 ,14.5 ,55.1 ,305
Семена фенхеля ,15.8 ,14.8 ,52.3 ,345
Семена чиа ,16.5 ,30.7 ,42.1 ,512
Семечки дынные ,17.6 ,47.3 ,14.6 ,555
Семечки подсолнечника ,20.7 ,52.9 ,3.4 ,578
Семечки тыквенные ,24.5 ,45.8 ,4.7 ,556
Смесь из семян для салата ВкусВилл ,23.0 ,49.0 ,10.0 ,573
Смесь ореховая Молодёжная Белый Пеликан ,10.0 ,23.3 ,52.5 ,460
Смесь сухофрукты и орехи Красная цена ,13.5 ,6.1 ,29.4 ,590
Урюк ,5.0 ,0.4 ,50.6 ,213
Финики ,2.5 ,0.5 ,69.2 ,274
Финики с косточкой Ritmix ,3.5 ,0.2 ,68.0 ,290
Фисташки ,20.0 ,50.0 ,7.0 ,556
Фундук ,16.1 ,66.9 ,9.9 ,704
Хурма вяленая ,1.7 ,0.0 ,58.9 ,242
Цукаты (смесь кубиков ананаса и папайи) ,2.0 ,1.0 ,71.0 ,301
Цукаты ананас и папайя Каждый день ,5.0 ,1.0 ,82.0 ,360
Цукаты из ананаса ,1.7 ,2.2 ,17.9 ,91
Цукаты из апельсина ,2.0 ,1.0 ,71.0 ,301
Цукаты из арбузных корок ,2.5 ,0.0 ,51.0 ,209
Абрикосовая косточка ,14.0 ,27.7 ,56.3 ,440
Арахис ,26.3 ,45.2 ,9.9 ,622
Арахис Джаз жареный соленый ,25.0 ,52.0 ,17.0 ,640
Арахис Степановна обжаренный соленый ,29.2 ,50.2 ,5.7 ,590
Арахис сушеный ,29.2 ,50.2 ,10.8 ,611
Бананы сушёные ,3.9 ,1.8 ,80.5 ,390
Барбарис сушеный ,0.0 ,0.0 ,38.0 ,152
Боярышник сушеный ,0.0 ,0.0 ,38.0 ,142
Бразильский орех ,14.3 ,66.4 ,4.8 ,656
Буковый орех ,6.2 ,50.0 ,33.5 ,576
Вишня вяленая ,1.5 ,0.0 ,73.0 ,290
Вишня сушеная ,1.5 ,0.0 ,73.0 ,290
Грецкий орех ,15.2 ,65.2 ,7.0 ,654
Груши сушёные ,2.3 ,0.6 ,62.6 ,249
Дыня сушеная ,0.7 ,0.1 ,82.2 ,341
Желудь ,24.0 ,20.7 ,15.7 ,387
Изюм ,2.9 ,0.6 ,66.0 ,264
Изюм кишмиш ,2.3 ,0.0 ,71.2 ,279
Изюм узбекский золотистый ,1.8 ,0.0 ,70.9 ,291
Изюм узбекский чёрный ,1.8 ,0.0 ,70.9 ,291
Инжир сушеный ,3.1 ,0.8 ,57.9 ,257
Какао-бобы ,12.8 ,53.1 ,9.5 ,565
Каштан жареный ,3.2 ,2.2 ,33.8 ,182
Каштан консервированный ,3.4 ,2.2 ,50.0 ,213
Каштан свежий ,3.4 ,3.0 ,30.6 ,166
Кедровые орехи ,15.6 ,56.0 ,28.4 ,680
Кедровый жмых ,31.0 ,19.0 ,33.0 ,432
Кешью жареный ,17.5 ,42.2 ,30.5 ,572
Кешью необжаренный ,17.5 ,42.5 ,30.5 ,572
Клюква сушеная ,0.1 ,1.4 ,76.5 ,308
Кокосовый орех ,3.4 ,33.5 ,6.2 ,354
Коктейль орехи и сухофрукты ,11.2 ,27.9 ,46.6 ,483
Кумкват сушёный ,3.8 ,0.0 ,80.1 ,284
Кунжут ,19.4 ,48.7 ,12.2 ,565
Кунжут чёрный ,19.4 ,48.4 ,12.2 ,565
Курага ,5.2 ,0.3 ,51.0 ,215
Мак ,17.5 ,47.5 ,2.0 ,505
Мак пищевой Националь ,18.0 ,48.0 ,15.0 ,560
Малина сублимированная ,5.1 ,0.2 ,63.2 ,275
Манго сушёный ,1.5 ,0.8 ,81.6 ,314
Миндаль обезжиренный (миндальный жмых) ,37.9 ,18.8  ,37.7 ,418
Миндаль сладкий ,18.6 ,57.7 ,16.2 ,645
Миндальные лепестки ,22.0 ,58.0 ,12.0 ,650
Орех кола ,7.9 ,0.1 ,5.2 ,150
Орех кукуи ,7.9 ,75.8 ,5.2 ,620
Орех лещина ,13.1 ,62.6 ,9.3 ,653
Орех макадамия ,7.9 ,75.8 ,5.2 ,718
Орех пекан ,9.2 ,72.0 ,4.3 ,691
Орех пили ,10.8 ,79.6 ,4.0 ,719
Орех сейшельский Коко-де-мер ,3.3 ,33.5 ,6.2 ,354
Орех чилим ,11.9 ,3.4 ,55.4 ,200
Орехи ,15.0 ,40.0 ,20.0 ,500
Персик сушёный ,3.0 ,0.4 ,57.7 ,254
Плоды дерева ши (карите) ,0.0 ,0.0 ,0.0
Рапс ,30.8 ,43.6 ,7.2 ,544
Семена горчицы ,25.8 ,30.8 ,23.4 ,474
Семена конопли ,20.0 ,32.5 ,14.0 ,429
Семена льна ,18.3 ,42.2 ,28.9 ,534
Семена льна Ваше здоровье ,18.3 ,42.2 ,1.6 ,459
Семена пажитника ,23.0 ,6.4 ,58.3 ,323
Семена укропа ,16.0 ,14.5 ,55.1 ,305
Семена фенхеля ,15.8 ,14.8 ,52.3 ,345
Семена чиа ,16.5 ,30.7 ,42.1 ,512
Семечки дынные ,17.6 ,47.3 ,14.6 ,555
Семечки подсолнечника ,20.7 ,52.9 ,3.4 ,578
Семечки тыквенные ,24.5 ,45.8 ,4.7 ,556
Смесь из семян для салата ВкусВилл ,23.0 ,49.0 ,10.0 ,573
Смесь ореховая Молодёжная Белый Пеликан ,10.0 ,23.3 ,52.5 ,460
Смесь сухофрукты и орехи Красная цена ,13.5 ,6.1 ,29.4 ,590
Урюк ,5.0 ,0.4 ,50.6 ,213
Финики ,2.5 ,0.5 ,69.2 ,274
Финики с косточкой Ritmix ,3.5 ,0.2 ,68.0 ,290
Фисташки ,20.0 ,50.0 ,7.0 ,556
Фундук ,16.1 ,66.9 ,9.9 ,704
Хурма вяленая ,1.7 ,0.0 ,58.9 ,242
Цукаты (смесь кубиков ананаса и папайи) ,2.0 ,1.0 ,71.0 ,301
