"
Продукт ","
Бел, г ","
Жир, г ","
Угл, г ","
Кал, ккал "
Лапша рамен ,10.4 ,1.1 ,69.7 ,337
Лапша Роллтон с курицей ,8.8 ,20.7 ,56.7 ,448
Лапша Роллтон яичная Классическая ,10.4 ,2.0 ,59.2 ,298
Лапша Сэн Сой рисовая ,7.0 ,0.0 ,79.0 ,344
Лапша удон ,10.4 ,1.1 ,69.7 ,337
Лапша харусаме ,0.0 ,0.0 ,88.1 ,352
Лапша-лагман Щебекинские ,13.0 ,1.5 ,72.0 ,350
Лингуине ,12.0 ,1.2 ,71.0 ,350
Листы для лазаньи ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Barilla ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Buitoni ,11.5 ,1.9 ,71.8 ,350
Макароны Barilla Colezione Mezze Penne Tricolore ,12.0 ,2.0 ,71.7 ,353
Макароны Barilla Fusilli ,14.0 ,2.0 ,69.7 ,359
Макароны Barilla Fusilli без глютена ,6.5 ,1.8 ,87.7 ,359
Макароны Buitoni Бантики трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны Buitoni Каннеллони крупные ,11.5 ,1.9 ,71.8 ,350
Макароны Buitoni Спиральки трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны La Molisana Spaghetti ,14.0 ,1.0 ,70.0 ,351
Макароны Makfa ,10.4 ,1.1 ,71.5 ,344
Макароны Makfa гречневые ,14.1 ,1.0 ,70.9 ,350
Макароны Makfa Станичные (перья любительские) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa Станичные (спирали) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa томатные ,13.0 ,1.5 ,75.0 ,370
Макароны Makfa цельнозерновые ,13.9 ,1.4 ,73.1 ,361
Макароны Makfa шпинатные ,12.6 ,1.3 ,76.0 ,366
Макароны Makfa Экспресс ,12.0 ,1.3 ,70.5 ,342
Макароны MakForFit с полбой и отрубями ,13.5 ,1.4 ,66.0 ,330
Макароны MakForFit со шпинатом ,12.0 ,1.0 ,67.0 ,330
Макароны вареные с жиром ,3.4 ,5.0 ,19.0 ,135
Макароны Вкусвилл пружинка ,12.0 ,1.0 ,67.0 ,325
Макароны высшего сорта ,10.4 ,1.1 ,69.7 ,337
Аньолотти ,10.0 ,1.1 ,71.5 ,344
Баветте ,11.0 ,1.3 ,70.5 ,351
Блинчики Ермолино с печенью Мамины ,8.0 ,15.0 ,33.0 ,299
Блинчики Морозко сладкие с вишней ,3.5 ,4.5 ,32.0 ,180
Блинчики Морозко сладкие с творогом ,7.2 ,6.0 ,27.4 ,192
Блинчики Морозко сытные с мясом ,7.2 ,10.7 ,23.3 ,218
Блины ,6.1 ,12.3 ,26.0 ,233
Блины с ветчиной ,8.9 ,13.5 ,33.9 ,292
Блины с ветчиной и сыром ,14.3 ,20.2 ,35.3 ,382
Блины с грибами ,6.7 ,9.9 ,21.0 ,218
Блины с красной икрой ,12.7 ,15.2 ,33.7 ,324
Блины с маслом ,8.0 ,15.2 ,40.6 ,332
Блины с мёдом ,7.2 ,13.5 ,50.4 ,350
Блины с сёмгой ,11.2 ,14.9 ,33.8 ,313
Блины с сыром ,11.4 ,18.3 ,34.3 ,348
Блины со сгущеным молоком ,8.1 ,12.4 ,41.7 ,324
Блины со сметаной ,7.1 ,16.3 ,34.3 ,311
Бораки ,13.7 ,12.0 ,30.7 ,277
Букатини ,12.0 ,1.2 ,71.0 ,350
Вареники от Ильиной с вишней ,7.6 ,0.0 ,18.7 ,105
Вареники от Ильиной с картофелем ,4.4 ,3.7 ,18.5 ,125
Вареники от Ильиной с клубникой ,7.9 ,0.0 ,17.6 ,205
Вареники от Ильиной с творогом ,12.0 ,4.2 ,17.0 ,154
Вареники от Ильиной с черникой ,7.6 ,0.0 ,18.7 ,105
Вареники Хвалынские с картошкой и грибами ,6.0 ,3.6 ,32.0 ,184
Вермишель Lorenzo суповая ,10.0 ,1.0 ,72.0 ,340
Вермишель Makfa яичная длинная ,11.3 ,2.1 ,69.6 ,342
Вермишель Myllyn Paras ,10.4 ,1.1 ,71.5 ,344
Вермишель SanBonsai из чёрного риса ,7.3 ,0.9 ,78.0 ,349
Вермишель Бефстроганов соевая ,48.9 ,2.3 ,8.9 ,254
Вермишель Роллтон на домашнем бульоне с говядиной ,8.7 ,21.1 ,56.7 ,452
Вермишель Роллтон №21 ,10.4 ,1.1 ,71.5 ,344
Зити ,12.0 ,1.2 ,71.0 ,330
Капеллини ,13.0 ,1.5 ,70.2 ,346
Клецки ,5.0 ,4.8 ,25.8 ,160
Конкильони ,10.4 ,1.1 ,71.5 ,344
Лапша Buitoni La Rasagnole Феттучине ,13.5 ,4.0 ,69.0 ,370
Лапша Buitoni Тальятелле Гнезда ,13.5 ,4.0 ,69.0 ,370
Лапша Buitoni Феттучине Гнезда ,11.5 ,1.9 ,71.8 ,350
Лапша Midori рисовая крупная ,0.1 ,1.2 ,84.9 ,330
Лапша SanBonsai гречневая Soba ,10.0 ,0.5 ,62.0 ,294
Лапша SanBonsai пшеничная Udon ,12.0 ,1.0 ,65.0 ,358
Лапша SanBonsai яичная Egg ,9.0 ,15.0 ,68.0 ,440
Лапша SOBA гречневая ,14.7 ,0.9 ,70.5 ,348
Лапша ВкусВилл с куркумой ,10.4 ,1.1 ,71.5 ,334
Лапша домашняя ,12.0 ,3.7 ,60.1 ,322
Лапша Доширак со вкусом говядины ,7.0 ,18.0 ,63.0 ,440
Лапша Доширак со вкусом курицы ,9.0 ,19.0 ,62.0 ,460
Лапша Доширак со вкусом морепродуктов ,9.0 ,19.0 ,62.0 ,460
Лапша рамен ,10.4 ,1.1 ,69.7 ,337
Лапша Роллтон с курицей ,8.8 ,20.7 ,56.7 ,448
Лапша Роллтон яичная Классическая ,10.4 ,2.0 ,59.2 ,298
Лапша Сэн Сой рисовая ,7.0 ,0.0 ,79.0 ,344
Лапша удон ,10.4 ,1.1 ,69.7 ,337
Лапша харусаме ,0.0 ,0.0 ,88.1 ,352
Лапша-лагман Щебекинские ,13.0 ,1.5 ,72.0 ,350
Лингуине ,12.0 ,1.2 ,71.0 ,350
Листы для лазаньи ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Barilla ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Buitoni ,11.5 ,1.9 ,71.8 ,350
Макароны Barilla Colezione Mezze Penne Tricolore ,12.0 ,2.0 ,71.7 ,353
Макароны Barilla Fusilli ,14.0 ,2.0 ,69.7 ,359
Макароны Barilla Fusilli без глютена ,6.5 ,1.8 ,87.7 ,359
Макароны Buitoni Бантики трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны Buitoni Каннеллони крупные ,11.5 ,1.9 ,71.8 ,350
Макароны Buitoni Спиральки трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны La Molisana Spaghetti ,14.0 ,1.0 ,70.0 ,351
Макароны Makfa ,10.4 ,1.1 ,71.5 ,344
Макароны Makfa гречневые ,14.1 ,1.0 ,70.9 ,350
Макароны Makfa Станичные (перья любительские) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa Станичные (спирали) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa томатные ,13.0 ,1.5 ,75.0 ,370
Макароны Makfa цельнозерновые ,13.9 ,1.4 ,73.1 ,361
Макароны Makfa шпинатные ,12.6 ,1.3 ,76.0 ,366
Макароны Makfa Экспресс ,12.0 ,1.3 ,70.5 ,342
Макароны MakForFit с полбой и отрубями ,13.5 ,1.4 ,66.0 ,330
Макароны MakForFit со шпинатом ,12.0 ,1.0 ,67.0 ,330
Макароны вареные с жиром ,3.4 ,5.0 ,19.0 ,135
Макароны Вкусвилл пружинка ,12.0 ,1.0 ,67.0 ,325
Макароны высшего сорта ,10.4 ,1.1 ,69.7 ,337
Аньолотти ,10.0 ,1.1 ,71.5 ,344
Баветте ,11.0 ,1.3 ,70.5 ,351
Блинчики Ермолино с печенью Мамины ,8.0 ,15.0 ,33.0 ,299
Блинчики Морозко сладкие с вишней ,3.5 ,4.5 ,32.0 ,180
Блинчики Морозко сладкие с творогом ,7.2 ,6.0 ,27.4 ,192
Блинчики Морозко сытные с мясом ,7.2 ,10.7 ,23.3 ,218
Блины ,6.1 ,12.3 ,26.0 ,233
Блины с ветчиной ,8.9 ,13.5 ,33.9 ,292
Блины с ветчиной и сыром ,14.3 ,20.2 ,35.3 ,382
Блины с грибами ,6.7 ,9.9 ,21.0 ,218
Блины с красной икрой ,12.7 ,15.2 ,33.7 ,324
Блины с маслом ,8.0 ,15.2 ,40.6 ,332
Блины с мёдом ,7.2 ,13.5 ,50.4 ,350
Блины с сёмгой ,11.2 ,14.9 ,33.8 ,313
Блины с сыром ,11.4 ,18.3 ,34.3 ,348
Блины со сгущеным молоком ,8.1 ,12.4 ,41.7 ,324
Блины со сметаной ,7.1 ,16.3 ,34.3 ,311
Бораки ,13.7 ,12.0 ,30.7 ,277
Букатини ,12.0 ,1.2 ,71.0 ,350
Вареники от Ильиной с вишней ,7.6 ,0.0 ,18.7 ,105
Вареники от Ильиной с картофелем ,4.4 ,3.7 ,18.5 ,125
Вареники от Ильиной с клубникой ,7.9 ,0.0 ,17.6 ,205
Вареники от Ильиной с творогом ,12.0 ,4.2 ,17.0 ,154
Вареники от Ильиной с черникой ,7.6 ,0.0 ,18.7 ,105
Вареники Хвалынские с картошкой и грибами ,6.0 ,3.6 ,32.0 ,184
Вермишель Lorenzo суповая ,10.0 ,1.0 ,72.0 ,340
Вермишель Makfa яичная длинная ,11.3 ,2.1 ,69.6 ,342
Вермишель Myllyn Paras ,10.4 ,1.1 ,71.5 ,344
Вермишель SanBonsai из чёрного риса ,7.3 ,0.9 ,78.0 ,349
Вермишель Бефстроганов соевая ,48.9 ,2.3 ,8.9 ,254
Вермишель Роллтон на домашнем бульоне с говядиной ,8.7 ,21.1 ,56.7 ,452
Вермишель Роллтон №21 ,10.4 ,1.1 ,71.5 ,344
Зити ,12.0 ,1.2 ,71.0 ,330
Капеллини ,13.0 ,1.5 ,70.2 ,346
Клецки ,5.0 ,4.8 ,25.8 ,160
Конкильони ,10.4 ,1.1 ,71.5 ,344
Лапша Buitoni La Rasagnole Феттучине ,13.5 ,4.0 ,69.0 ,370
Лапша Buitoni Тальятелле Гнезда ,13.5 ,4.0 ,69.0 ,370
Лапша Buitoni Феттучине Гнезда ,11.5 ,1.9 ,71.8 ,350
Лапша Midori рисовая крупная ,0.1 ,1.2 ,84.9 ,330
Лапша SanBonsai гречневая Soba ,10.0 ,0.5 ,62.0 ,294
Лапша SanBonsai пшеничная Udon ,12.0 ,1.0 ,65.0 ,358
Лапша SanBonsai яичная Egg ,9.0 ,15.0 ,68.0 ,440
Лапша SOBA гречневая ,14.7 ,0.9 ,70.5 ,348
Лапша ВкусВилл с куркумой ,10.4 ,1.1 ,71.5 ,334
Лапша домашняя ,12.0 ,3.7 ,60.1 ,322
Лапша Доширак со вкусом говядины ,7.0 ,18.0 ,63.0 ,440
Лапша Доширак со вкусом курицы ,9.0 ,19.0 ,62.0 ,460
Лапша Доширак со вкусом морепродуктов ,9.0 ,19.0 ,62.0 ,460
Лапша рамен ,10.4 ,1.1 ,69.7 ,337
Лапша Роллтон с курицей ,8.8 ,20.7 ,56.7 ,448
Лапша Роллтон яичная Классическая ,10.4 ,2.0 ,59.2 ,298
Лапша Сэн Сой рисовая ,7.0 ,0.0 ,79.0 ,344
Лапша удон ,10.4 ,1.1 ,69.7 ,337
Лапша харусаме ,0.0 ,0.0 ,88.1 ,352
Лапша-лагман Щебекинские ,13.0 ,1.5 ,72.0 ,350
Лингуине ,12.0 ,1.2 ,71.0 ,350
Листы для лазаньи ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Barilla ,12.0 ,1.5 ,72.2 ,350
Листы для лазаньи Buitoni ,11.5 ,1.9 ,71.8 ,350
Макароны Barilla Colezione Mezze Penne Tricolore ,12.0 ,2.0 ,71.7 ,353
Макароны Barilla Fusilli ,14.0 ,2.0 ,69.7 ,359
Макароны Barilla Fusilli без глютена ,6.5 ,1.8 ,87.7 ,359
Макароны Buitoni Бантики трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны Buitoni Каннеллони крупные ,11.5 ,1.9 ,71.8 ,350
Макароны Buitoni Спиральки трехцветные ,11.7 ,1.7 ,71.3 ,347
Макароны La Molisana Spaghetti ,14.0 ,1.0 ,70.0 ,351
Макароны Makfa ,10.4 ,1.1 ,71.5 ,344
Макароны Makfa гречневые ,14.1 ,1.0 ,70.9 ,350
Макароны Makfa Станичные (перья любительские) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa Станичные (спирали) ,16.3 ,1.6 ,69.2 ,356
Макароны Makfa томатные ,13.0 ,1.5 ,75.0 ,370
Макароны Makfa цельнозерновые ,13.9 ,1.4 ,73.1 ,361
Макароны Makfa шпинатные ,12.6 ,1.3 ,76.0 ,366
Макароны Makfa Экспресс ,12.0 ,1.3 ,70.5 ,342
Макароны MakForFit с полбой и отрубями ,13.5 ,1.4 ,66.0 ,330
Макароны MakForFit со шпинатом ,12.0 ,1.0 ,67.0 ,330
Макароны вареные с жиром ,3.4 ,5.0 ,19.0 ,135
Макароны Вкусвилл пружинка ,12.0 ,1.0 ,67.0 ,325
Макароны высшего сорта ,10.4 ,1.1 ,69.7 ,337
Азу ,11.9 ,14.2 ,10.2 ,214
Антрекот ,27.3 ,31.2 ,1.7 ,396
Антрекот из говядины ,29.6 ,11.2 ,0.0 ,220
Антрекот из свинины ,28.7 ,9.8 ,0.0 ,210
Бараний окорок ,18.0 ,18.0 ,0.0 ,232
Бараний рубец ,11.5 ,4.0 ,0.0 ,82
Бараний фарш ,17.0 ,23.0 ,0.0 ,282
Бараний язык ,12.6 ,16.1 ,0.0 ,195
Баранина ,15.6 ,16.3 ,0.0 ,209
Баранина вареная ,24.6 ,21.4 ,0.0 ,291
Баранина жареная ,20.0 ,24.0 ,0.0 ,320
Баранина тушеная ,20.0 ,20.9 ,0.0 ,268
Баранье сердце ,13.5 ,2.5 ,0.0 ,82
Бараньи почки ,13.6 ,2.5 ,0.0 ,77
Бараньи яйца ,13.0 ,19.0 ,0.1 ,230
Баранья лопатка ,15.6 ,25.0 ,0.0 ,284
Баранья печень ,18.7 ,2.9 ,0.0 ,101
Бастурма турецкая ,14.8 ,20.1 ,0.0 ,240
Бекон ,23.0 ,45.0 ,0.0 ,500
Бекон Мираторг Любительский ,12.0 ,35.0 ,0.0 ,360
Бекон сырокопченый Дымов Венгерский ,10.0 ,44.0 ,0.0 ,436
Бефстроганов ,21.9 ,27.4 ,5.7 ,355
Бефстроганов из говядины ,16.7 ,11.3 ,5.9 ,193
Бефстроганов из курицы ,14.7 ,2.0 ,0.4 ,163
Бефстроганов из свинины ,19.4 ,7.1 ,0.0 ,142
Бизонье мясо ,21.6 ,1.2 ,0.0 ,109
Бифштекс ,27.8 ,29.6 ,1.7 ,384
Блюдо армянское Бозбаш 4 сезона ,3.0 ,9.5 ,4.0 ,126
Блюдо болгарское Жаркое по-деревенски 4 сезона ,3.5 ,11.1 ,5.5 ,137
Блюдо греческое Мясо по-македонски 4 сезона ,5.8 ,10.1 ,22.0 ,206
Блюдо грузинское Чахохбили с фасолью 4 сезона ,6.2 ,5.5 ,3.4 ,87
Блюдо индийское Цыплёнок карри 4 сезона ,6.6 ,3.2 ,21.0 ,142
Блюдо испанское Паэлья 4 сезона ,8.2 ,3.0 ,16.3 ,129
Блюдо итальянское Пенне карбонара 4 сезона ,5.6 ,11.4 ,16.4 ,188
Блюдо итальянское Ризотто с морепродуктами 4 сезона ,6.5 ,6.4 ,18.8 ,163
Блюдо китайское Курочка по-пекински 4 сезона ,5.6 ,3.3 ,11.8 ,102
Блюдо китайское Свинина в кисло-сладком соусе 4 сезона ,4.4 ,9.4 ,14.8 ,153
Блюдо латиноамериканское Цыплёнок по-мексикански 4 сезона ,6.6 ,8.5 ,10.7 ,127
Блюдо мексиканское Чили кон карне 4 сезона ,6.4 ,8.8 ,15.7 ,160
Блюдо наше Макароны по-флотски 4 сезона ,7.6 ,9.9 ,21.2 ,185
Блюдо русское Барашек с гречкой 4 сезона ,5.9 ,13.8 ,17.7 ,224
Блюдо среднеазиатское Лагман 4 сезона ,4.3 ,8.9 ,13.3 ,158
Блюдо тайское Лапша карри 4 сезона ,5.9 ,6.4 ,12.7 ,128
Блюдо узбекское Плов с бараниной 4 сезона ,4.2 ,6.0 ,14.9 ,150
Блюдо французское Шампиньон де пари 4 сезона ,6.7 ,9.5 ,5.1 ,129
Блюдо швейцарское Фондю эменталь 4 сезона ,7.9 ,10.2 ,13.3 ,175
Блюдо японское Сакэна с рисом 4 сезона ,5.7 ,2.4 ,13.6 ,103
Буженина вареная ,16.4 ,18.3 ,1.0 ,233
Буженина Фабрика Качества из мяса цыплят-бройлеров Традиционная запечённая ,20.0 ,9.0 ,0.0 ,160
Буйволятина ,19.0 ,13.2 ,0.0 ,194
Буйволятина вареная ,30.0 ,17.4 ,0.0 ,276
Буйволятина жареная ,33.4 ,23.2 ,0.0 ,342
Буйволятина тушеная ,24.4 ,16.9 ,0.0 ,250
Бульмени Горячая штучка С говядиной и свининой ,14.5 ,9.5 ,19.0 ,220
Бульмени Горячая штучка Со сливочным маслом ,14.5 ,10.0 ,19.0 ,224
Бычьи яйца ,13.0 ,20.0 ,0.1 ,230
Верблюжатина ,18.9 ,9.4 ,0.0 ,160
Верблюжатина вареная ,29.8 ,12.4 ,0.0 ,230
Верблюжатина жареная ,33.3 ,16.5 ,0.0 ,281
Верблюжатина тушеная ,24.3 ,12.1 ,0.0 ,205
Ветчина ,14.0 ,24.0 ,0.0 ,270
Ветчина DAK Датская ,18.0 ,4.0 ,1.0 ,112
Ветчина в форме ,22.6 ,20.9 ,0.0 ,278
Ветчина Велком Говяжья вареная ,19.0 ,5.5 ,0.0 ,130
Ветчина Велком из окорока вареная ,18.0 ,6.0 ,0.0 ,130
Ветчина Венеция из мяса индеек ,13.2 ,5.4 ,2.6 ,112
Ветчина ВкусВилл из индейки с травами ,20.8 ,2.6 ,0.0 ,109
Ветчина Вязанка с индейкой ,13.0 ,4.0 ,0.0 ,90
Ветчина Дымов с окороком ,10.0 ,3.0 ,4.0 ,83
Ветчина Знаменские деликатесы по Швейцарскому рецепту ,18.0 ,3.0 ,3.0 ,110
Ветчина из индейки обезжиренная ,15.0 ,1.0 ,2.0 ,77
